year,Base case diesel consumed,Modeled residential energy efficiency
2017,70602.0272665,56327.8944386
2018,71297.0868234,57022.9539956
2019,71297.0868234,57022.9539956
2020,71297.0868234,57022.9539956
2021,71297.0868234,57022.9539956
2022,71992.1463804,57718.0135525
2023,71992.1463804,57718.0135525
2024,71992.1463804,57718.0135525
2025,71992.1463804,57718.0135525
2026,71992.1463804,57718.0135525
2027,71992.1463804,57718.0135525
2028,71992.1463804,57718.0135525
2029,71992.1463804,57718.0135525
2030,71992.1463804,57718.0135525
2031,71992.1463804,57718.0135525
2032,71992.1463804,57718.0135525
2033,71992.1463804,57718.0135525
2034,71992.1463804,57718.0135525
2035,71992.1463804,57718.0135525
2036,71992.1463804,57718.0135525
