year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,304816.24,5261.37,27121.46,70602.03
2018,305175.27,5264.07,27121.46,71297.09
2019,525066.02,5266.67,27121.46,71297.09
2020,536235.83,5269.14,27121.46,71297.09
2021,603771.65,5271.42,27121.46,71297.09
2022,693250.95,5273.55,27121.46,71992.15
2023,734412.85,5275.36,27121.46,71992.15
2024,782834.53,5276.86,27121.46,71992.15
2025,828744.39,5278.23,27121.46,71992.15
2026,856899.83,5279.24,27121.46,71992.15
2027,878475.86,5279.91,27121.46,71992.15
2028,887692.55,5280.2,27121.46,71992.15
2029,890332.9,5280.3,27121.46,71992.15
2030,884782.38,5280.11,27121.46,71992.15
2031,871356.51,5279.68,27121.46,71992.15
2032,842843.51,5278.76,27121.46,71992.15
2033,801971.39,5277.44,27121.46,71992.15
2034,751075.67,5275.79,27121.46,71992.15
2035,692626.66,5273.9,27121.46,71992.15
2036,628821.49,5271.83,27121.46,71992.15
2037,555576.82,5269.47,27121.46,71297.09
2038,473715.66,5266.82,27121.46,71297.09
2039,386339.26,5263.99,27121.46,71297.09
2040,290746.75,5260.9,27121.46,70602.03
