year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,27121.4563537,20069.8777017
2018,27121.4563537,20069.8777017
2019,27121.4563537,20069.8777017
2020,27121.4563537,20069.8777017
2021,27121.4563537,20069.8777017
2022,27121.4563537,20069.8777017
2023,27121.4563537,20069.8777017
2024,27121.4563537,20069.8777017
2025,27121.4563537,20069.8777017
2026,27121.4563537,20069.8777017
2027,27121.4563537,20069.8777017
2028,27121.4563537,20069.8777017
2029,27121.4563537,20069.8777017
2030,27121.4563537,20069.8777017
2031,27121.4563537,20069.8777017
