year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,202855000.0,79271000.0,123584000.0
2004,,205641000.0,80153000.0,125488000.0
2005,,207680000.0,79678000.0,128002000.0
2006,,217624000.0,84676000.0,132948000.0
2007,,223396000.0,89071000.0,134325000.0
2008,,228482000.0,96854000.0,131628000.0
2009,,233347000.0,102203000.0,131144000.0
2010,,230518000.0,98514000.0,132004000.0
2011,,249157000.0,105387000.0,143770000.0
2012,,257154000.0,110350000.0,146804000.0
2013,,256936000.0,105729000.0,151207000.0
2014,,252525000.0,103861000.0,148664000.0
2015,start of forecast,248914979.0,100023312.0,148891667.0
2016,,249513734.0,100622067.0,148891667.0
2017,,250090925.0,101199259.0,148891667.0
2018,,250651134.0,101759467.0,148891667.0
2019,,251188885.0,102297218.0,148891667.0
2020,,251700882.0,102809216.0,148891667.0
2021,,252172713.0,103281047.0,148891667.0
2022,,252613037.0,103721370.0,148891667.0
2023,,252988055.0,104096388.0,148891667.0
2024,,253298493.0,104406827.0,148891667.0
2025,,253581503.0,104689836.0,148891667.0
2026,,253791162.0,104899495.0,148891667.0
2027,,253929650.0,105037983.0,148891667.0
2028,,253988196.0,105096529.0,148891667.0
2029,,254010095.0,105118428.0,148891667.0
2030,,253971325.0,105079658.0,148891667.0
2031,,253881327.0,104989660.0,148891667.0
2032,,253691053.0,104799386.0,148891667.0
2033,,253417094.0,104525427.0,148891667.0
2034,,253076544.0,104184877.0,148891667.0
2035,,252684934.0,103793268.0,148891667.0
2036,,252257516.0,103365849.0,148891667.0
2037,,251767808.0,102876141.0,148891667.0
2038,,251219275.0,102327608.0,148891667.0
2039,,250634598.0,101742931.0,148891667.0
2040,,249994280.0,101102613.0,148891667.0
