year,Base case cost,Modeled water and wastewater efficiency
2017,19591.3904369,29840.4612705
2018,21298.5012265,30563.6741459
2019,23643.5450206,31711.0919362
2020,24769.4260179,32074.0268649
2021,25523.6703057,32203.7763596
2022,26171.5442543,32272.7591206
2023,26552.6022294,32176.3521285
2024,26932.3122016,32087.1106312
2025,27311.5432999,32005.4299592
2026,27795.4601671,31999.5358221
2027,28224.5179592,31965.4277671
2028,28598.3822604,31902.7074101
2029,29077.6942475,31915.7592605
2030,29342.6105583,31796.270346
2031,29872.0438484,31855.7254866
