year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,14054.81,72450.18,227965.19,5536.58,166280.36,73033.52
2018,15746.54,81129.04,253024.52,5551.96,166653.58,73787.75
2019,18071.65,93062.48,284395.24,5571.9,167166.75,74014.96
2020,19186.66,98757.99,299367.63,5582.77,167411.67,74123.4
2021,19932.96,102554.99,309349.22,5590.71,167574.95,74195.7
2022,20573.83,105809.57,321004.05,5597.72,167714.9,74851.72
2023,20950.17,107708.07,326043.5,5602.43,167796.54,74888.16
2024,21325.51,109606.57,331082.95,5606.8,167878.18,74924.6
2025,21700.51,111505.07,336122.4,5611.03,167959.82,74961.03
2026,22179.81,113946.0,342601.7,5615.65,168064.79,75007.88
2027,22605.01,116115.72,348361.07,5619.51,168158.09,75049.52
2028,22975.84,118014.22,353400.52,5622.54,168239.73,75085.96
2029,23451.53,120455.15,359879.81,5626.17,168344.7,75132.8
2030,23714.7,121811.23,363479.42,5627.91,168403.01,75158.83
2031,24240.71,124523.37,370678.63,5631.33,168519.64,75210.88
2032,24711.58,126964.3,377157.93,5633.82,168624.61,75257.73
2033,25233.13,129676.45,384357.14,5636.26,168741.24,75309.78
2034,25752.84,132388.59,391556.36,5638.34,168857.87,75361.83
2035,26112.78,134287.1,396595.81,5638.97,168939.51,75398.27
2036,26682.45,137270.46,404514.94,5640.97,169067.8,75455.53
2037,26986.65,138897.74,404887.31,5640.69,169137.78,74887.66
2038,27552.42,141881.1,412729.99,5642.03,169266.07,74944.46
2039,27958.76,144050.82,418433.76,5642.01,169359.37,74985.77
2040,28521.03,147034.18,422120.77,5642.86,169487.67,74442.23
