year,Base case cost,Modeled residential energy efficiency
2017,300998.714162,336225.087385
2018,326812.26752,355565.079692
2019,358410.196815,379021.220093
2020,373491.026706,389286.932816
2021,383544.9133,395567.490354
2022,395855.776045,404432.107103
2023,400931.662688,406816.079782
2024,406007.549332,409239.725687
2025,411083.435976,411702.114995
2026,417609.575946,415367.110322
2027,423410.589253,418486.66888
2028,428486.475897,421059.924712
2029,435012.615868,424833.188112
2030,438638.249185,426311.32123
2031,445889.515819,430734.985553
2032,452415.655789,434609.081469
2033,459666.922423,439097.610509
2034,466918.189057,443617.436214
2035,471994.075701,446420.669055
2036,479970.468998,451583.290061
