year,annotation,diesel generation efficiency
2002,,12.92
2003,,13.33
2004,,14.78
2005,,13.66
2006,,13.87
2007,,43.5
2008,,12.69
2009,,14.12
2010,,13.34
2011,,12.94
2012,,13.47
2013,,15.39
2014,,14.02
2015,,14.18
2016,start of forecast,14.53
2017,,14.53
2018,,14.53
2019,,14.53
2020,,14.53
2021,,14.53
2022,,14.53
2023,,14.53
2024,,14.53
2025,,14.53
2026,,14.53
2027,,14.53
2028,,14.53
2029,,14.53
2030,,14.53
2031,,14.53
2032,,14.53
2033,,14.53
2034,,14.53
2035,,14.53
2036,,14.53
2037,,14.53
2038,,14.53
2039,,14.53
2040,,14.53
