year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,205230.42,10970.43,294063.6,172301.14
2018,205299.23,10972.0,294063.6,172301.14
2019,205368.04,10974.06,294063.6,173110.5
2020,205505.67,10976.11,294063.6,173919.87
2021,205505.67,10977.52,294063.6,173919.87
2022,205574.49,10978.67,294063.6,173919.87
2023,205574.49,10979.1,294063.6,174729.24
2024,205643.3,10980.31,294063.6,174729.24
2025,205712.12,10981.41,294063.6,174729.24
2026,205780.93,10983.73,294063.6,175538.61
2027,205918.56,10986.49,294063.6,176347.98
2028,205987.38,10988.58,294063.6,177157.34
2029,206056.19,10990.41,294063.6,177157.34
2030,206193.82,10992.46,294063.6,177966.71
2031,206262.63,10994.64,294063.6,178776.08
2032,206331.45,,,178776.08
2033,206400.26,,,179585.45
2034,206469.08,,,179585.45
2035,206537.89,,,179585.45
2036,206537.89,,,180394.81
