year,Base case diesel consumed,Modeled residential energy efficiency
2017,172301.136726,121771.686696
2018,172301.136726,121771.686696
2019,173110.504432,122581.054402
2020,173919.872137,123390.422107
2021,173919.872137,123390.422107
2022,173919.872137,123390.422107
2023,174729.239843,124199.789813
2024,174729.239843,124199.789813
2025,174729.239843,124199.789813
2026,175538.607549,125009.157519
2027,176347.975255,125818.525225
2028,177157.342961,126627.892931
2029,177157.342961,126627.892931
2030,177966.710666,127437.260636
2031,178776.078372,128246.628342
2032,178776.078372,128246.628342
2033,179585.446078,129055.996048
2034,179585.446078,129055.996048
2035,179585.446078,129055.996048
2036,180394.813784,129865.363754
