year,Base case diesel consumed,Modeled solar power (pv)
2016,205161.601012,203060.301867
2017,205230.41555,203145.926799
2018,205299.230089,203231.417248
2019,205368.044627,203316.774289
2020,205505.673705,203470.813529
2021,205505.673705,203487.09241
2022,205574.488243,203572.055599
2023,205574.488243,203588.07506
2024,205643.302782,203672.780905
2025,205712.117321,203757.359618
2026,205780.931859,203841.812218
2027,205918.560936,203994.954253
2028,205987.375475,204079.157645
2029,206056.190014,204163.237926
2030,206193.819091,204316.01062
2031,206262.633629,204399.847626
2032,206331.448168,204483.564453
2033,206400.262707,204567.162061
2034,206469.077245,204650.641405
2035,206537.891784,204734.003431
