year,Base case cost,Modeled diesel efficiency
2019,1008357.09912,1218481.14462
2020,1060409.27632,1258728.03525
2021,1095345.24085,1283580.51233
2022,1122436.70581,1301463.52047
2023,1140938.40975,1311695.75489
2024,1157771.79466,1320565.73007
2025,1174616.1899,1329596.49048
2026,1197645.02342,1344396.70954
2027,1216978.69513,1355981.48162
2028,1231804.50534,1363608.61868
2029,1252821.63528,1377001.35808
2030,1266030.04922,1383429.1806
2031,1289141.46018,1398990.50484
2032,1312268.01035,1414693.30412
2033,1333345.69709,1428658.21908
2034,1358566.52827,1446511.42478
2035,1373476.98036,1455110.49971
2036,1396196.14846,1470924.56084
2037,1411123.80418,1479768.86004
2038,1435916.60894,1497692.24915
