year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,60565.48,1623464.02,1292794.16,63065.14,626493.68,620749.88
2018,64962.96,1741089.46,1361714.61,67259.87,667997.77,661873.44
2019,70901.13,1899883.81,1461590.8,72925.31,724028.28,720271.35
2020,73658.38,1973399.71,1511904.35,75562.55,749968.33,749061.11
2021,75534.02,2023390.52,1541470.73,77357.08,767607.57,766679.0
2022,76969.2,2061618.79,1564080.31,78730.85,781096.4,780151.51
2023,77960.28,2088084.51,1587084.68,79677.47,790434.82,792623.97
2024,78847.36,2111609.6,1601063.02,80529.76,798735.63,800947.78
2025,79733.71,2135134.69,1615041.35,81380.74,807036.45,809271.58
2026,80958.8,2167481.68,1641831.67,82562.07,818450.08,823973.63
2027,81967.95,2193947.41,1665273.1,83540.65,827788.49,836669.04
2028,82752.72,2214531.86,1685317.06,84301.5,835051.71,847333.05
2029,83865.51,2243938.22,1703032.79,85373.65,845427.73,857861.68
2030,84540.74,2261582.03,1721491.33,86030.29,851653.34,867567.79
2031,85766.94,2293929.03,1748985.81,87213.36,863066.97,882629.05
2032,,,1768651.17,,,894301.37
2033,,,1794616.88,,,908433.63
2034,,,1816167.13,,,921216.62
2035,,,1828738.12,,,928673.37
2036,,,1856823.42,,,944036.03
