year,Base case cost,Modeled non-residential energy efficiency
2017,2249957.70533,2310217.62751
2018,2409087.23021,2453326.05246
2019,2623912.0888,2648475.51837
2020,2723368.04186,2736199.30486
2021,2790998.08993,2794372.29927
2022,2842715.18552,2837825.60799
2023,2878519.32862,2866556.5554
2024,2910345.23359,2891687.91328
2025,2942171.13857,2916925.5915
2026,2985931.75791,2953392.48286
2027,3021735.90101,2982543.8461
2028,3049583.56786,3004377.30474
2029,3089365.94908,3037432.84585
2030,3113235.37782,3055748.97214
2031,3156995.99716,3092699.62445
