year,Base case cost,Modeled residential energy efficiency
2017,1913544.03092,1795156.33836
2018,2023588.05389,1878877.48141
2019,2181862.14979,2003897.80329
2020,2260965.45651,2064540.74847
2021,2308149.73295,2097443.61311
2022,2344231.8267,2121398.86536
2023,2379708.64581,2146900.28691
2024,2402010.79159,2159859.54246
2025,2424312.93737,2172943.02927
2026,2465805.3047,2203822.1737
2027,2501942.14147,2230474.85279
2028,2532650.1124,2252824.95442
2029,2560894.4711,2271308.54798
2030,2589059.12479,2291843.95409
2031,2631614.85392,2324351.71656
2032,2662952.54458,2345746.66858
2033,2703050.51431,2376509.95585
2034,2737383.75654,2400598.27982
2035,2757411.48117,2413005.55991
2036,2800859.4564,2446907.6169
