year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,73327.57,4573.66,44294.24,31020.45
2018,73878.91,4686.24,44294.24,31844.53
2019,74430.24,4799.87,44294.24,32668.6
2020,74981.58,4914.41,44294.24,33492.68
2021,75532.91,5030.22,44294.24,34316.76
2022,76084.25,5148.08,44294.24,35964.92
2023,76635.59,5268.46,44294.24,36789.0
2024,77265.68,5391.21,44294.24,37613.08
2025,77817.02,5515.8,44294.24,39261.23
2026,78447.11,5641.81,44294.24,40085.31
2027,79077.21,5769.49,44294.24,40909.39
2028,79707.31,5899.22,44294.24,42557.55
2029,80337.41,6032.93,44294.24,43381.63
2030,80967.5,6168.9,44294.24,45029.79
2031,81597.6,6307.2,44294.24,45853.87
2032,82306.46,,,46677.94
2033,82936.56,,,48326.1
2034,83645.42,,,49974.26
2035,84354.28,,,50798.34
2036,85141.9,,,52446.5
