year,Base case diesel consumed,Modeled solar power (pv)
2016,72776.2391552,71626.8979673
2017,73327.5743003,72187.4278419
2018,73878.9094454,72747.8841587
2019,74430.2445906,73308.2675061
2020,74981.5797357,73868.5784679
2021,75532.9148808,74428.8176232
2022,76084.2500259,74988.9855464
2023,76635.585171,75549.0828073
2024,77265.6824797,76187.8721349
2025,77817.0176248,76747.8297628
2026,78447.1149335,77386.4805744
2027,79077.2122422,78025.062958
2028,79707.3095509,78663.5774609
2029,80337.4068596,79302.0246264
2030,80967.5041684,79940.4049929
2031,81597.6014771,80578.719095
2032,82306.4609493,81295.7296264
2033,82936.558258,81933.9127857
2034,83645.4177303,82650.7934217
2035,84354.2772026,83367.6098885
