year,Base case cost,Modeled non-residential energy efficiency
2017,451372.213315,446384.007424
2018,480266.202931,471395.035983
2019,518480.834358,504474.138271
2020,536190.0538,519803.478356
2021,549238.952337,531098.781576
2022,558559.594148,539166.855305
2023,565084.043416,544814.506915
2024,570676.428503,549655.351152
2025,577200.877771,555303.002762
2026,584657.39122,561757.461745
2027,591181.840489,567405.113356
2028,596774.225575,572245.957593
2029,604230.739025,578700.416576
2030,608891.059931,582734.45344
2031,616347.57338,589188.912423
