year,Base case cost,Modeled diesel efficiency
2019,243386.899811,432451.709275
2020,259436.265885,447042.04207
2021,271918.493571,458389.521784
2022,281511.725096,467110.641352
2023,288916.156095,473841.94226
2024,295927.563897,480215.949354
2025,303486.368737,487087.590117
2026,312219.517435,495026.816207
2027,320262.709581,502338.809066
2028,327597.042254,509006.384224
2029,336613.734742,517203.377394
2030,343302.217674,523283.816423
2031,352501.638381,531646.926157
2032,362971.492787,541164.975617
2033,372385.146579,549722.8427
2034,383932.467382,560220.407067
2035,391403.84622,567012.569647
2036,403572.600495,578075.073533
2037,411225.132309,585031.920637
2038,422795.29414,595550.249574
