year,Base case cost,Modeled solar power (pv)
2016,155741.151792,164374.214279
2017,186985.314466,195173.232296
2018,211293.681014,219156.857554
2019,243386.899811,250818.540225
2020,259436.265885,266688.362826
2021,271918.493571,279049.380011
2022,281511.725096,288567.417887
2023,288916.156095,295930.728069
2024,295927.563897,302912.730567
2025,303486.368737,310432.190813
2026,312219.517435,319116.302078
2027,320262.709581,327122.049387
2028,327597.042254,334430.263308
2029,336613.734742,343400.839339
2030,343302.217674,350075.050367
2031,352501.638381,359230.157713
2032,362971.492787,369646.598036
2033,372385.146579,379018.019239
2034,383932.467382,390504.194522
2035,391403.84622,397965.046068
