year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2012,,,3.97
2013,,,4.3
2014,,,2.05
2016,,3.33,4.88
2017,,3.87,5.42
2018,,4.26,5.81
2019,,4.79,6.34
2020,,5.03,6.58
2021,,5.2,6.75
2022,,5.33,6.88
2023,,5.42,6.97
2024,,5.49,7.04
2025,,5.57,7.12
2026,,5.68,7.23
2027,,5.76,7.31
2028,,5.84,7.39
2029,,5.93,7.48
2030,,5.99,7.54
2031,,6.1,7.65
2032,,6.2,7.75
2033,,6.31,7.86
2034,,6.42,7.97
2035,,6.49,8.04
2036,,6.6,8.15
2037,,6.67,8.22
2038,,6.78,8.33
2039,,6.86,8.41
2040,,6.99,8.54
