year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,18051.0,14827.595608
2018,18051.0,14827.595608
2019,17029.0,13805.595608
2020,17029.0,13805.595608
2021,17029.0,13805.595608
2022,17029.0,13805.595608
2023,17029.0,13805.595608
2024,17029.0,13805.595608
2025,17029.0,13805.595608
2026,17029.0,13805.595608
2027,17029.0,13805.595608
2028,16006.0,12782.595608
2029,16006.0,12782.595608
2030,16006.0,12782.595608
2031,16006.0,12782.595608
2032,16006.0,12782.595608
2033,16006.0,12782.595608
2034,16006.0,12782.595608
2035,16006.0,12782.595608
2036,16006.0,12782.595608
