year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,1.43
2003,,0.96,1.84
2004,,1.25,2.54
2005,,1.67,3.34
2006,,2.24,3.84
2008,,3.05,4.89
2009,,3.49,4.48
2010,,2.63,3.89
2011,,3.08,3.89
2012,,3.56,5.28
2013,,3.59,5.56
2014,,,5.91
2016,start of forecast,1.61,2.89
2017,,1.92,3.2
2018,,2.15,3.43
2019,,2.46,3.74
2020,,2.61,3.89
2021,,2.71,3.99
2022,,2.79,4.07
2023,,2.84,4.12
2024,,2.88,4.16
2025,,2.93,4.21
2026,,3.0,4.28
2027,,3.05,4.33
2028,,3.09,4.37
2029,,3.15,4.43
2030,,3.19,4.47
2031,,3.25,4.53
2032,,3.32,4.6
2033,,3.38,4.66
2034,,3.45,4.73
2035,,3.5,4.78
2036,,3.57,4.85
2037,,3.61,4.89
2038,,3.68,4.96
2039,,3.73,5.01
2040,,3.81,5.09
