year,Base case diesel consumed,Modeled non-residential ashp
2017,231351.514718,189279.326116
2018,231351.514718,189279.326116
2019,233075.505202,191003.3166
2020,233075.505202,191003.3166
2021,231351.514718,189279.326116
2022,231351.514718,189279.326116
2023,231351.514718,189279.326116
2024,233075.505202,191003.3166
2025,231351.514718,189279.326116
2026,231351.514718,189279.326116
2027,231351.514718,189279.326116
2028,229627.524234,187555.335631
2029,227903.533749,185831.345147
2030,226179.543265,184107.354663
2031,224455.55278,182383.364178
