year,Base case cost,Modeled residential energy efficiency
2017,1375778.58011,1371591.38713
2018,1449256.16177,1434263.32411
2019,1558983.90395,1529426.93649
2020,1607244.1863,1570640.05926
2021,1628158.09973,1586855.8663
2022,1653715.51944,1608654.8009
2023,1669688.90675,1622279.13503
2024,1694112.69452,1644823.68024
2025,1698441.00393,1646802.93645
2026,1720803.74617,1665877.00423
2027,1736777.13349,1679501.33835
2028,1737434.59688,1678279.5592
2029,1744209.3189,1682235.41738
2030,1744458.63782,1680605.49375
2031,1750734.51659,1684062.50869
2032,1759819.60305,1689858.92067
2033,1765528.6145,1692749.06829
2034,1761063.94886,1684995.72818
2035,1750028.53074,1671611.25687
2036,1757594.41278,1675888.46444
