year,Base case cost,Modeled non-residential energy efficiency
2017,2641548.72625,2219164.02669
2018,2746635.17064,2305314.38511
2019,2888273.42178,2421430.0856
2020,2956808.05942,2477615.10197
2021,3002497.81785,2515071.77954
2022,3039049.6246,2545037.1216
2023,3061894.50381,2563765.46039
2024,3080170.40718,2578748.13142
2025,3103015.2864,2597476.47021
2026,3134998.1173,2623696.14452
2027,3157842.99652,2642424.4833
2028,3176118.89989,2657407.15433
2029,3203532.75495,2679881.16088
2030,3221808.65832,2694863.83191
2031,3249222.51338,2717337.83846
