year,Base case diesel consumed,Modeled non-residential ashp
2017,12769.4577678,12769.4577678
2018,12769.4577678,12769.4577678
2019,10799.4270656,10799.4270656
2020,10799.4270656,10799.4270656
2021,10799.4270656,10799.4270656
2022,10799.4270656,10799.4270656
2023,10799.4270656,10799.4270656
2024,10799.4270656,10799.4270656
2025,10799.4270656,10799.4270656
2026,10799.4270656,10799.4270656
2027,10799.4270656,10799.4270656
2028,8829.39636341,8829.39636341
2029,8829.39636341,8829.39636341
2030,8829.39636341,8829.39636341
2031,8829.39636341,8829.39636341
