year,Base case cost,Modeled transmission and interties
2021,13813819.8195,
2022,14207739.8423,
2023,14505335.4822,
2024,14740224.7337,
2025,15007741.0389,
2026,15339938.3599,
2027,15647072.7122,
2028,15883293.1324,
2029,16185785.4419,
2030,16392919.6446,
2031,16728460.4841,
2032,17095931.9621,
2033,17429865.9686,
2034,17796044.7258,
2035,18037967.0457,
2036,18410095.8006,
2037,18655495.8441,
2038,19033177.0596,
2039,19342660.3624,
2040,19750278.0024,
