year,Base case cost,Modeled water and wastewater efficiency
2017,4700.13383285,7016.7941463
2018,5583.58410247,7715.12280077
2019,6853.40298133,8719.27975153
2020,7428.34353218,9172.29307095
2021,7768.13771336,9438.12585695
2022,7991.79978133,9612.3445264
2023,8152.10678267,9737.19027066
2024,8291.51545925,9844.63706372
2025,8423.38167064,9945.76036676
2026,8553.98403961,10044.0518934
2027,8668.34542197,10130.4736291
2028,8761.66922315,10199.3196296
2029,8916.15205627,10317.1983546
2030,8937.6875486,10329.7203127
2031,9109.14111114,10459.7503644
