year,Base case diesel consumed,Modeled residential energy efficiency
2017,38429.3247233,25114.0537705
2018,39343.0843472,26027.8133944
2019,39343.0843472,26027.8133944
2020,40256.8439711,26941.5730183
2021,41170.6035951,27855.3326423
2022,41170.6035951,27855.3326423
2023,42084.363219,28769.0922662
2024,42084.363219,28769.0922662
2025,42998.122843,29682.8518902
2026,43911.8824669,30596.6115141
2027,43911.8824669,30596.6115141
2028,44825.6420908,31510.371138
2029,45739.4017148,32424.130762
2030,46653.1613387,33337.8903859
2031,47566.9209626,34251.6500098
2032,47566.9209626,34251.6500098
2033,48480.6805866,35165.4096338
2034,49394.4402105,36079.1692577
2035,50308.1998345,36992.9288817
2036,51221.9594584,37906.6885056
