year,population
2003,303.0
2004,323.0
2005,321.0
2006,323.0
2007,330.0
2008,321.0
2009,318.0
2010,327.0
2011,331.0
2012,336.0
2013,338.0
2014,339.0
2015,341.0
2016,343.0
2017,347.0
2018,349.0
2019,352.0
2020,354.0
2021,357.0
2022,359.0
2023,361.0
2024,363.0
2025,365.0
2026,369.0
2027,372.0
2028,375.0
2029,378.0
2030,381.0
2031,384.0
2032,387.0
2033,391.0
2034,394.0
2035,397.0
2036,399.0
2037,402.0
2038,406.0
2039,413.0
2040,417.0
