year,Base case cost,Modeled non-residential energy efficiency
2017,542700.057437,685935.845482
2018,578245.291592,720095.880867
2019,628285.913844,768197.224843
2020,652310.418109,791335.201895
2021,668595.706082,806955.594459
2022,679914.722124,817831.346895
2023,688057.366111,825641.543177
2024,695998.29625,833305.433562
2025,703939.226389,840969.323948
2026,713871.770251,850458.604203
2027,721812.70039,858122.494588
2028,729753.630529,865786.384974
2029,739484.460543,875129.359333
2030,744450.732474,879873.999461
2031,755568.034669,890603.446
