year,Base case cost,Modeled non-residential energy efficiency
2017,323951.072489,350247.172365
2018,343515.909984,366839.642581
2019,370654.232961,390400.827514
2020,383276.708764,400695.465638
2021,392112.441826,407551.044594
2022,398423.679728,412123.126801
2023,402841.546259,414989.161535
2024,406628.289,417304.743477
2025,411046.155531,420225.482892
2026,416726.269642,424328.875768
2027,421144.136173,427301.785626
2028,424930.878914,429721.737818
2029,430610.993026,433900.660216
2030,433135.488186,435212.941001
2031,438815.602298,439439.312148
