year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,493323
2004,,0,0,0,0,0,784948
2005,,0,0,0,0,0,1019329
2006,,0,0,0,0,0,1027482
2007,,0,0,0,0,0,630996
2008,,0,0,0,0,0,636895
2009,,0,0,0,0,0,660462
2010,,0,0,0,0,0,654616
2011,,0,0,0,0,0,648797
2012,,0,0,0,0,0,691483
2013,,0,0,0,0,0,734429
2014,start of forecast,0,0,0,0,0,661000
2015,,0,0,0,0,0,657000
2016,,0,0,0,0,0,654000
2017,,0,0,0,0,0,650000
2018,,0,0,0,0,0,646000
2019,,0,0,0,0,0,643000
2020,,0,0,0,0,0,639000
2021,,0,0,0,0,0,636000
2022,,0,0,0,0,0,633000
2023,,0,0,0,0,0,630000
2024,,0,0,0,0,0,627000
2025,,0,0,0,0,0,624000
2026,,0,0,0,0,0,619000
2027,,0,0,0,0,0,616000
2028,,0,0,0,0,0,613000
2029,,0,0,0,0,0,609000
2030,,0,0,0,0,0,603000
2031,,0,0,0,0,0,599000
2032,,0,0,0,0,0,595000
2033,,0,0,0,0,0,591000
2034,,0,0,0,0,0,588000
2035,,0,0,0,0,0,583000
2036,,0,0,0,0,0,579000
2037,,0,0,0,0,0,575000
2038,,0,0,0,0,0,572000
2039,,0,0,0,0,0,568000
2040,,0,0,0,0,0,564000
