year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,418635.0,249358.0,169277.0
2004,,724700.0,242887.0,481813.0
2005,,747761.0,246395.0,501366.0
2006,,923469.0,250184.0,673285.0
2007,,560189.0,236556.0,323633.0
2008,,442591.0,247872.0,194719.0
2009,,467846.0,248704.0,219142.0
2010,,509481.0,278129.0,231352.0
2011,,509916.0,266172.0,243744.0
2012,,517775.0,276600.0,241175.0
2013,,568949.0,314946.0,254003.0
2014,start of forecast,508681.0,262373.0,246307.0
2015,,505697.0,259389.0,246307.0
2016,,503134.0,256827.0,246307.0
2017,,500271.0,253964.0,246307.0
2018,,497561.0,251253.0,246307.0
2019,,494831.0,248524.0,246307.0
2020,,492208.0,245901.0,246307.0
2021,,489664.0,243357.0,246307.0
2022,,487288.0,240981.0,246307.0
2023,,485054.0,238746.0,246307.0
2024,,482809.0,236502.0,246307.0
2025,,480202.0,233894.0,246307.0
2026,,476745.0,230437.0,246307.0
2027,,474166.0,227858.0,246307.0
2028,,471930.0,225622.0,246307.0
2029,,469154.0,222846.0,246307.0
2030,,464424.0,218117.0,246307.0
2031,,461444.0,215137.0,246307.0
2032,,458405.0,212097.0,246307.0
2033,,455191.0,208883.0,246307.0
2034,,452492.0,206185.0,246307.0
2035,,448433.0,202125.0,246307.0
2036,,445682.0,199375.0,246307.0
2037,,442973.0,196666.0,246307.0
2038,,440156.0,193848.0,246307.0
2039,,437510.0,191203.0,246307.0
2040,,434474.0,188167.0,246307.0
