year,Base case cost,Modeled diesel efficiency
2019,173875.992378,327816.713994
2020,183018.854704,332149.946934
2021,189283.171472,333959.565441
2022,193454.582407,333957.602012
2023,196065.914454,332626.310553
2024,198142.019436,330895.290339
2025,200688.548207,329676.734113
2026,203537.492269,328815.919225
2027,206000.816832,327685.418412
2028,207940.114896,326157.51162
2029,210968.268021,325696.603626
2030,210819.460496,322422.872452
2031,213734.007876,322007.566817
2032,216590.952343,321611.72835
2033,219390.293897,321233.673471
2034,222980.875461,321643.433419
2035,223883.321095,319676.333536
2036,226516.254235,319347.736258
2037,227711.514675,317775.964738
2038,230642.062864,317844.033116
