year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,29268.72,206341.68,472647.73,16667.51,117609.39,275645.61
2018,30974.45,219557.36,505025.74,17690.71,123958.55,293431.62
2019,33376.39,237888.8,548556.58,19080.66,132765.44,317390.75
2020,34389.24,246415.04,572515.04,19801.21,136861.67,330390.93
2021,35039.98,252383.42,591482.4,20346.63,139729.03,340587.76
2022,35458.87,256646.54,613729.51,20768.57,141777.14,352225.78
2023,35706.56,259630.73,626857.38,21096.12,143210.82,359144.05
2024,35891.37,262188.6,639186.46,21396.21,144439.69,365611.09
2025,36103.71,265172.79,652582.18,21748.27,145873.37,372658.96
2026,36362.24,269009.6,668031.81,22210.64,147716.67,380830.09
2027,36566.59,271993.79,681725.14,22567.48,149150.35,388021.97
2028,36736.26,274551.66,694580.01,22876.92,150379.22,394743.43
2029,37030.38,278388.47,717655.31,23312.54,152222.52,406717.47
2030,36881.38,280093.72,736002.58,23703.82,153041.77,416080.18
2031,37146.52,283930.53,752424.42,24158.84,154885.07,424721.73
2032,37400.3,287767.34,769024.84,24621.33,156728.37,433449.69
2033,37633.06,291604.16,793250.92,25098.07,158571.67,445980.55
2034,37956.67,295867.28,811364.39,25581.45,160619.79,455505.35
2035,37941.12,298425.15,832975.88,26018.46,161848.66,466576.95
2036,38193.04,302261.97,850449.29,26480.14,163691.96,475727.33
2037,38281.96,304819.84,864782.32,26843.02,164920.83,483164.02
2038,38517.06,308656.65,890427.04,27315.61,166764.13,496381.32
2039,38708.4,312067.15,907359.61,27747.63,168402.62,505205.28
2040,38964.76,316330.27,926742.92,28275.12,170450.74,515344.51
