year,Base case cost,Modeled residential energy efficiency
2017,748293.337452,725953.27139
2018,798457.361804,764980.097349
2019,865947.332968,818213.943479
2020,902905.967997,847091.325765
2021,932070.155669,869832.669329
2022,965955.29275,898420.684161
2023,986001.423872,914028.346468
2024,1004797.5497,928712.040616
2025,1025241.1419,944836.656003
2026,1048861.90058,963664.926354
2027,1069747.11619,980345.121598
2028,1089323.44339,996036.994143
2029,1124372.78318,1026458.82553
2030,1152082.75876,1050921.64206
2031,1177146.15393,1071461.17162
2032,1202474.52315,1092315.68198
2033,1239231.47348,1124647.60817
2034,1266869.74418,1147642.9622
2035,1299552.82147,1176792.02599
2036,1326176.61937,1199130.5432
