year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,42631.2386855,31556.8766273
2018,42631.2386855,31556.8766273
2019,42631.2386855,31556.8766273
2020,42631.2386855,31556.8766273
2021,42631.2386855,31556.8766273
2022,42631.2386855,31556.8766273
2023,42631.2386855,31556.8766273
2024,42631.2386855,31556.8766273
2025,42631.2386855,31556.8766273
2026,42631.2386855,31556.8766273
2027,42631.2386855,31556.8766273
2028,42631.2386855,31556.8766273
2029,42631.2386855,31556.8766273
2030,42631.2386855,31556.8766273
2031,42631.2386855,31556.8766273
