year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,52002.63,6047.07,42631.24,85830.57
2018,51682.61,6014.28,42631.24,86822.62
2019,51442.6,5981.27,42631.24,87814.68
2020,51122.59,5949.54,42631.24,88806.73
2021,50882.57,5918.76,42631.24,89798.79
2022,50642.56,5890.03,42631.24,91782.89
2023,50402.55,5863.0,42631.24,92774.95
2024,50162.54,5835.85,42631.24,93767.0
2025,49922.52,5804.31,42631.24,94759.05
2026,49522.5,5762.5,42631.24,95751.11
2027,49282.49,5731.3,42631.24,96743.16
2028,49042.48,5704.25,42631.24,97735.22
2029,48722.46,5670.68,42631.24,99719.32
2030,48242.44,5613.47,42631.24,101703.43
2031,47922.42,5577.43,42631.24,102695.48
2032,47602.41,5540.66,42631.24,103687.54
2033,47282.39,5501.79,42631.24,105671.65
2034,47042.38,5469.14,42631.24,106663.7
2035,46642.36,5420.04,42631.24,108647.81
2036,46322.34,5386.77,42631.24,109639.86
2037,46002.33,5354.01,42631.24,110631.91
2038,45762.31,5319.92,42631.24,112616.02
2039,45442.3,5287.92,42631.24,113608.08
2040,45122.28,5251.21,42631.24,114600.13
