year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,,15893.18
2018,,0.0,,15893.18
2019,,0.0,,15893.18
2020,,0.0,,15893.18
2021,,0.0,,14820.45
2022,,0.0,,14820.45
2023,,0.0,,14820.45
2024,,0.0,,14820.45
2025,,0.0,,14820.45
2026,,0.0,,14820.45
2027,,0.0,,14820.45
2028,,0.0,,14820.45
2029,,0.0,,14820.45
2030,,0.0,,14820.45
2031,,0.0,,14820.45
2032,,0.0,,14820.45
2033,,0.0,,14820.45
2034,,0.0,,14820.45
2035,,0.0,,14820.45
2036,,0.0,,13747.73
2037,,0.0,,13747.73
2038,,0.0,,13747.73
2039,,0.0,,13747.73
2040,,0.0,,13747.73
