year,Base case cost,Modeled non-residential energy efficiency
2017,1709238.33845,1568773.56946
2018,1803439.06905,1651206.31157
2019,1932528.95913,1765410.65029
2020,1998818.36214,1822631.17896
2021,2040685.35352,1857733.72262
2022,2075574.513,1886565.50111
2023,2096508.00869,1902785.35409
2024,2117441.50438,1919070.80375
2025,2138375.00006,1935420.31267
2026,2166286.32765,1958171.92771
2027,2190708.73929,1977814.86031
2028,2211642.23497,1994347.67861
2029,2236064.64661,2014108.53259
2030,2253509.22635,2027586.73438
2031,2281420.55394,2050629.82109
