year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,226144.742298,167347.109301
2018,226144.742298,167347.109301
2019,226144.742298,167347.109301
2020,226144.742298,167347.109301
2021,226144.742298,167347.109301
2022,226144.742298,167347.109301
2023,226144.742298,167347.109301
2024,226144.742298,167347.109301
2025,226144.742298,167347.109301
2026,226144.742298,167347.109301
2027,226144.742298,167347.109301
2028,226144.742298,167347.109301
2029,226144.742298,167347.109301
2030,226144.742298,167347.109301
2031,226144.742298,167347.109301
