year,Base case cost,Modeled non-residential energy efficiency
2017,666557.584823,752915.197556
2018,700597.247164,782824.015084
2019,747522.81795,825203.243358
2020,770086.822104,844207.279495
2021,784576.636919,855395.997639
2022,795858.638996,863634.244181
2023,804320.140554,869211.045525
2024,810154.797702,872270.202719
2025,818422.64315,877821.927613
2026,827271.456926,883867.421276
2027,835539.302375,889533.762483
2028,842590.553673,894038.810925
2029,851245.71134,900104.979473
2030,856886.712378,903354.918161
2031,865541.870046,909525.329637
