year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,204089.33,4182.31,121659.42,33091.15
2018,204440.4,4209.1,121659.42,33930.73
2019,205769.42,4235.18,121659.42,33930.73
2020,205577.05,4259.85,121659.42,33930.73
2021,206097.52,4289.38,121659.42,34770.3
2022,206821.86,4324.74,121659.42,34770.3
2023,207074.41,4345.02,121659.42,35609.88
2024,207327.87,4361.19,121659.42,35609.88
2025,207639.72,4379.14,121659.42,35609.88
2026,208059.74,4405.74,121659.42,36449.46
2027,209026.89,4463.32,121659.42,37289.04
2028,209323.01,4483.76,121659.42,37289.04
2029,209761.27,4511.61,121659.42,37289.04
2030,209984.53,4525.99,121659.42,38128.62
2031,210279.18,4542.27,121659.42,38128.62
2032,210794.43,,,38128.62
2033,211089.68,,,38968.2
2034,211310.67,,,38968.2
2035,211457.98,,,38968.2
2036,211679.16,,,38968.2
