year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,121659.415028,90015.347121
2018,121659.415028,90015.347121
2019,121659.415028,90015.347121
2020,121659.415028,90015.347121
2021,121659.415028,90015.347121
2022,121659.415028,90015.347121
2023,121659.415028,90015.347121
2024,121659.415028,90015.347121
2025,121659.415028,90015.347121
2026,121659.415028,90015.347121
2027,121659.415028,90015.347121
2028,121659.415028,90015.347121
2029,121659.415028,90015.347121
2030,121659.415028,90015.347121
2031,121659.415028,90015.347121
