year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,17649.98,513421.23,161708.25,10647.52,153136.35,175759.3
2018,18773.23,542619.49,173954.44,11053.33,157977.75,184006.73
2019,20287.17,582767.1,185151.58,11586.44,164755.72,191570.87
2020,21086.9,602232.61,190580.5,11884.14,167854.21,195238.33
2021,21662.03,614398.55,198773.24,12115.58,170178.09,200569.43
2022,22186.59,624131.3,201554.86,12339.13,171727.34,202431.37
2023,22551.31,631430.87,208558.29,12488.39,172889.27,206916.13
2024,22809.69,636297.24,209982.68,12596.81,173857.55,207861.21
2025,23166.34,643596.81,212119.28,12740.16,174825.83,209278.82
2026,23571.37,650896.37,219307.41,12912.12,176375.08,213841.16
2027,24147.24,658195.94,226596.29,13185.7,177343.36,218445.81
2028,24482.0,664278.91,228460.75,13325.77,178311.64,219662.42
2029,24904.78,671578.47,230698.09,13505.76,179667.24,221122.35
2030,25165.19,676444.85,237417.5,13612.61,180441.86,225314.42
2031,25528.26,683744.42,239705.22,13756.12,181797.45,226795.51
2032,,,242374.22,,,228523.45
2033,,,250439.0,,,233540.69
2034,,,253166.77,,,235293.32
2035,,,255115.18,,,236545.19
2036,,,257842.95,,,238297.82
