year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,36856.73,164353.11,167483.3,15872.19,89655.97,160103.43
2018,39236.67,175196.68,177180.39,16580.44,93358.68,166715.55
2019,42448.63,189767.74,197222.07,17514.96,98334.19,179883.53
2020,43875.24,196544.98,210740.76,18014.66,100648.38,188500.64
2021,44882.27,201289.04,215296.0,18355.12,102268.32,191534.56
2022,45654.3,205016.52,226388.97,18640.65,103541.13,198428.08
2023,46136.22,207388.55,228744.78,18831.01,104351.09,199980.32
2024,46542.68,209421.72,238423.11,19000.26,105045.35,205886.05
2025,47022.32,211793.75,240857.1,19192.19,105855.32,207473.57
2026,47630.01,214843.51,251824.32,19447.04,106896.71,214170.54
2027,48104.76,217215.54,254336.5,19642.85,107706.67,215793.33
2028,48503.55,219248.71,256489.8,19818.14,108400.93,217184.3
2029,49052.49,221959.61,267433.23,20035.2,109326.61,223800.63
2030,49376.22,223653.92,269283.49,20188.87,109905.16,224984.97
2031,49999.44,226703.67,280842.71,20427.03,110946.54,231949.05
