year,Base case diesel consumed,Modeled non-residential ashp
2017,4676.29230919,-5489.56052671
2018,4676.29230919,-5489.56052671
2019,4676.29230919,-5489.56052671
2020,4676.29230919,-5489.56052671
2021,4676.29230919,-5489.56052671
2022,4676.29230919,-5489.56052671
2023,4676.29230919,-5489.56052671
2024,4676.29230919,-5489.56052671
2025,4676.29230919,-5489.56052671
2026,4676.29230919,-5489.56052671
2027,4676.29230919,-5489.56052671
2028,4676.29230919,-5489.56052671
2029,4676.29230919,-5489.56052671
2030,4676.29230919,-5489.56052671
2031,4676.29230919,-5489.56052671
