year,Base case diesel consumed,Modeled residential ashp
2017,4843.34472732,-25460.0567338
2018,4843.34472732,-25460.0567338
2019,5021.87152933,-25281.5299318
2020,5200.39833133,-25103.0031298
2021,5200.39833133,-25103.0031298
2022,5378.92513334,-24924.4763278
2023,5378.92513334,-24924.4763278
2024,5557.45193534,-24745.9495258
2025,5557.45193534,-24745.9495258
2026,5735.97873735,-24567.4227238
2027,5735.97873735,-24567.4227238
2028,5735.97873735,-24567.4227238
2029,5914.50553935,-24388.8959218
2030,5914.50553935,-24388.8959218
2031,6093.03234136,-24210.3691198
