year,Base case cost,Modeled non-residential energy efficiency
2017,254009.073996,273427.319663
2018,268555.359702,286009.444801
2019,288101.93112,303284.397591
2020,297193.359686,310819.072859
2021,303557.359683,315829.210912
2022,308557.645394,319587.747878
2023,311739.645393,321669.684551
2024,314467.073963,323347.981254
2025,317649.073961,325471.12327
2026,321740.216816,328463.120392
2027,324922.216814,330625.558951
2028,327649.645384,332382.470782
2029,331286.216811,335006.872351
2030,333559.073952,336375.895017
2031,337650.216807,339460.52347
