year,Base case cost,Modeled non-residential energy efficiency
2017,390195.43118,365911.554778
2018,412136.56351,383764.297189
2019,442227.259278,408605.728342
2020,456018.828171,419532.97358
2021,465422.170599,426728.756345
2022,472317.955046,431800.477273
2023,477333.071007,435283.631353
2024,481094.407978,437713.724435
2025,485482.634444,440698.189744
2026,491124.6399,444772.55409
2027,496139.755862,448328.520861
2028,499901.092833,450829.720087
2029,505543.098289,454955.541759
2030,508677.545765,456953.884666
2031,514319.551221,461112.032577
