year,Base case diesel consumed,Modeled residential ashp
2017,48829.2294301,6200.53719533
2018,48829.2294301,6200.53719533
2019,50059.5557049,7430.86347015
2020,50059.5557049,7430.86347015
2021,50059.5557049,7430.86347015
2022,50059.5557049,7430.86347015
2023,50059.5557049,7430.86347015
2024,50059.5557049,7430.86347015
2025,50059.5557049,7430.86347015
2026,50059.5557049,7430.86347015
2027,50059.5557049,7430.86347015
2028,50059.5557049,7430.86347015
2029,51289.8819798,8661.18974498
2030,51289.8819798,8661.18974498
2031,51289.8819798,8661.18974498
