year,Base case diesel consumed,Modeled diesel efficiency
2019,66051.3967165,60046.7242877
2020,66132.7408011,60120.6734555
2021,66132.7408011,60120.6734555
2022,66132.7408011,60120.6734555
2023,66051.3967165,60046.7242877
2024,66051.3967165,60046.7242877
2025,66051.3967165,60046.7242877
2026,66132.7408011,60120.6734555
2027,66132.7408011,60120.6734555
2028,66132.7408011,60120.6734555
2029,66376.773055,60342.5209591
2030,66458.1171396,60416.4701269
2031,66539.4612242,60490.4192947
2032,66539.4612242,60490.4192947
2033,66539.4612242,60490.4192947
2034,66458.1171396,60416.4701269
2035,66458.1171396,60416.4701269
2036,66539.4612242,60490.4192947
2037,66620.8053088,60564.3684626
2038,66702.1493935,60638.3176304
