year,Base case cost,Modeled diesel efficiency
2019,323651.843911,490608.54217
2020,338599.632902,499594.794538
2021,348519.544022,504118.123373
2022,355794.14551,506341.971492
2023,360640.626072,506461.314132
2024,364603.709875,505878.034783
2025,369227.307645,505993.334
2026,375633.96775,507825.410812
2027,380924.587014,508736.471277
2028,384892.551462,508536.491537
2029,392286.728755,511540.482491
2030,396090.378152,511367.497539
2031,402563.740407,513706.622249
2032,408552.291917,515688.113462
2033,414540.843427,517750.760428
2034,420015.300322,519425.30237
2035,424002.787351,519825.449687
2036,431175.708733,523197.028621
2037,435700.06672,524234.633413
2038,442235.250479,527172.342449
