year,Base case diesel consumed,Modeled solar power (pv)
2016,65970.0526318,64735.1587648
2017,66051.3967165,64826.3820003
2018,66051.3967165,64836.1821181
2019,66051.3967165,64845.9038348
2020,66132.7408011,64936.8918625
2021,66132.7408011,64946.458654
2022,66132.7408011,64955.9489112
2023,66051.3967165,64884.0191617
2024,66051.3967165,64893.3581821
2025,66051.3967165,64902.6224904
2026,66132.7408011,64993.1567689
2027,66132.7408011,65002.2734411
2028,66132.7408011,65011.31718
2029,66376.773055,65264.3208228
2030,66458.1171396,65354.5645253
2031,66539.4612242,65444.7370309
2032,66539.4612242,65453.4948244
2033,66539.4612242,65462.1825556
2034,66458.1171396,65389.4567003
2035,66458.1171396,65398.0059838
