year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,368564
2004,,0,0,0,0,0,400932
2005,,0,0,0,0,0,425477
2006,,0,0,0,0,0,575023
2007,,0,0,0,0,0,147270
2008,,0,0,0,0,0,371730
2009,,0,0,0,0,0,397353
2010,,0,0,0,0,0,410561
2011,,0,0,0,0,0,399871
2012,,0,0,0,0,0,392729
2013,,0,0,0,0,0,337511
2014,start of forecast,0,0,0,0,0,396000
2015,,0,0,0,0,0,397000
2016,,0,0,0,0,0,398000
2017,,0,0,0,0,0,398000
2018,,0,0,0,0,0,399000
2019,,0,0,0,0,0,399000
2020,,0,0,0,0,0,399000
2021,,0,0,0,0,0,399000
2022,,0,0,0,0,0,398000
2023,,0,0,0,0,0,398000
2024,,0,0,0,0,0,398000
2025,,0,0,0,0,0,397000
2026,,0,0,0,0,0,396000
2027,,0,0,0,0,0,396000
2028,,0,0,0,0,0,395000
2029,,0,0,0,0,0,394000
2030,,0,0,0,0,0,393000
2031,,0,0,0,0,0,392000
2032,,0,0,0,0,0,391000
2033,,0,0,0,0,0,389000
2034,,0,0,0,0,0,388000
2035,,0,0,0,0,0,386000
2036,,0,0,0,0,0,385000
2037,,0,0,0,0,0,384000
2038,,0,0,0,0,0,383000
2039,,0,0,0,0,0,381000
2040,,0,0,0,0,0,380000
