year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21588.78,111131.68,48024.71,35077.09,123517.46,95592.44
2018,23637.85,121674.15,52552.13,37294.19,131318.45,101629.77
2019,26506.03,136433.61,58890.52,40397.17,142239.83,110082.03
2020,27793.48,143060.31,61736.32,41789.84,147143.31,113876.92
2021,28728.94,147879.72,63806.0,42801.34,150709.48,116636.85
2022,29429.89,151494.28,65358.26,43558.99,153384.1,118706.79
2023,29896.34,153903.99,66393.1,44062.8,155167.19,120086.75
2024,30304.12,156012.49,67298.58,44503.1,156727.38,121294.21
2025,30769.79,158422.19,68333.42,45005.76,158510.47,122674.18
2026,31293.28,161133.11,69497.61,45570.68,160516.44,124226.63
2027,31815.75,163844.04,70661.81,46134.12,162522.4,125779.09
2028,32162.38,165651.32,67152.44,46507.24,163859.72,121300.4
2029,32743.49,168663.45,68368.39,47134.25,166088.57,122950.36
2030,33031.37,170169.52,68976.36,47443.78,167203.0,123775.33
2031,33610.72,173181.65,70192.31,48068.28,169431.85,125425.29
2032,34188.53,176193.79,71408.26,48690.54,171660.7,127075.24
2033,34765.61,179205.92,72624.21,49311.81,173889.56,128725.19
2034,35400.89,182519.27,69241.71,49996.04,176341.3,124606.5
2035,35802.5,184627.76,70038.55,50427.6,177901.5,125708.97
2036,36379.53,187639.9,71176.9,51049.04,180130.35,127283.92
2037,36781.63,189748.39,71973.75,51481.43,181690.55,128386.39
2038,37417.08,193061.74,73225.93,52166.2,184142.29,130118.84
2039,37876.62,195471.45,74136.62,52660.5,185925.37,131378.81
2040,38569.05,199086.01,70355.79,53406.55,188599.99,126922.62
