year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,30121.3432658,22289.7940167
2018,30121.3432658,22289.7940167
2019,30121.3432658,22289.7940167
2020,30121.3432658,22289.7940167
2021,30121.3432658,22289.7940167
2022,30121.3432658,22289.7940167
2023,30121.3432658,22289.7940167
2024,30121.3432658,22289.7940167
2025,30121.3432658,22289.7940167
2026,30121.3432658,22289.7940167
2027,30121.3432658,22289.7940167
2028,30121.3432658,22289.7940167
2029,30121.3432658,22289.7940167
2030,30121.3432658,22289.7940167
2031,30121.3432658,22289.7940167
