year,Base case cost,Modeled diesel efficiency
2019,337340.678706,528282.885812
2020,357774.545132,546859.128018
2021,371863.847579,559667.584788
2022,382623.258918,569448.867823
2023,392361.110667,578301.460322
2024,399249.075808,584563.246813
2025,407162.760948,591757.506032
2026,416465.985421,600214.982825
2027,423784.114251,606867.827216
2028,429449.337484,612018.030156
2029,437439.0926,619281.443898
2030,443116.190702,624442.442172
2031,453164.632009,633577.388815
2032,462543.45819,642103.594434
2033,472298.750018,650972.04155
2034,482347.659593,660107.413891
2035,488377.005338,665588.637295
2036,498808.552128,675071.86165
2037,503836.864145,679643.054393
2038,513893.48818,688785.439879
