year,Base case cost,Modeled transmission and interties
2021,749191.324124,
2022,770855.070648,
2023,790446.71322,
2024,804309.597809,
2025,820238.414782,
2026,838975.295188,
2027,853712.999539,
2028,865130.400314,
2029,881225.849622,
2030,892652.507748,
2031,912879.821823,
2032,931767.905645,
2033,951408.920762,
2034,971651.663757,
2035,983797.309554,
2036,1004805.32698,
2037,1014934.41294,
2038,1035192.58485,
2039,1053000.64428,
2040,1072473.48416,
