year,Base case diesel consumed,Modeled non-residential ashp
2017,62966.5657372,45703.7410847
2018,64013.013439,46750.1887864
2019,65059.4611408,47796.6364882
2020,66105.9088425,48843.08419
2021,66105.9088425,48843.08419
2022,67152.3565443,49889.5318917
2023,68198.8042461,50935.9795935
2024,69245.2519478,51982.4272953
2025,70291.6996496,53028.874997
2026,71338.1473514,54075.3226988
2027,72384.5950532,55121.7704006
2028,73431.0427549,56168.2181023
2029,74477.4904567,57214.6658041
2030,75523.9381585,58261.1135059
2031,76570.3858602,59307.5612076
