year,Base case cost,Modeled diesel efficiency
2019,314081.928038,496978.95872
2020,334002.354238,515088.437085
2021,348068.5424,527875.880868
2022,359222.305914,538015.66588
2023,367428.378286,545475.731673
2024,374928.386056,552293.920555
2025,383237.319037,559847.495992
2026,392740.904509,568487.119148
2027,401548.711439,576494.216358
2028,410039.119921,584212.769523
2029,419759.447389,593049.430858
2030,426429.223107,599112.863329
2031,437066.479425,608783.096345
2032,448201.874973,618906.183207
2033,459801.612695,629451.399318
2034,471127.300368,639747.479021
2035,479705.140367,647545.515384
2036,491559.825454,658322.501826
2037,499461.724314,665506.046244
2038,511474.373906,676426.636782
