year,population
2003,285.0
2004,271.0
2005,262.0
2006,259.0
2007,254.0
2008,278.0
2009,267.0
2010,275.0
2011,280.0
2012,281.0
2013,282.0
2014,283.0
2015,285.0
2016,287.0
2017,288.0
2018,290.0
2019,293.0
2020,295.0
2021,297.0
2022,300.0
2023,302.0
2024,304.0
2025,307.0
2026,310.0
2027,313.0
2028,316.0
2029,319.0
2030,323.0
2031,326.0
2032,329.0
2033,332.0
2034,335.0
2035,338.0
2036,341.0
2037,345.0
2038,347.0
2039,350.0
2040,353.0
